id,description,location,latitude,longitude,service,delivery,skills,time_window_start,time_window_end
171842-257,"171842|150 W Washington St, Phoenix, AZ|ULSD Dyed","33.4483169, -112.0764899",33.4483169,-112.0764899,4140,"[0, 350, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
172515-258,"172515|19000 N 66th St, Phoenix, AZ|ULSD Dyed","33.636057, -111.938516",33.636057,-111.938516,2040,"[0, 39, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
170817-259,"170817|801 S 16th St, Phoenix, AZ|ULSD Dyed","33.441863, -112.047375",33.441863,-112.047375,1620,"[0, 41, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172475-260,"172475|4507 N. 45th Avenue, Phoenix, AZ|ULSD Dyed","33.501852, -112.157046",33.501852,-112.157046,8040,"[0, 514, 0, 0, 0]",,2025-07-16 16:00:00,2025-07-17 16:00:00
173030-261,"173030|17408 W Camelback Rd, Litchfield Park, AZ|ULSD Dyed","33.50824, -112.4466514",33.50824,-112.4466514,7020,"[0, 1338, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
154760-262,"154760|8807 E Warner Rd, Mesa, AZ|ULSD Dyed","33.335837, -111.65612",33.335837,-111.65612,840,"[0, 325, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
157500-263,"157500|163rd Ave & W. Planada Lane, Surprise, AZ|ULSD Dyed","33.694937, -112.401683",33.694937,-112.401683,2340,"[0, 98, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
160738-264,"160738|3150 S La Cometa, Goodyear, AZ|ULSD Dyed","33.4151617, -112.3704762",33.4151617,-112.3704762,1560,"[0, 376, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
166613-265,"166613|2401 West 1st Street, Tempe, AZ|ULSD Clear","33.4280505, -111.9752808",33.4280505,-111.9752808,3720,"[178, 0, 0, 0, 0]",,2025-07-16 20:00:00,2025-07-17 20:00:00
172123-266,"172123|3115 N. Higley Rd, Mesa, AZ|ULSD Dyed","33.4718768, -111.7183282",33.4718768,-111.7183282,4080,"[0, 759, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
159583-267,"159583|5353 E City North Dr , Phoenix, AZ|ULSD Dyed","33.6760344, -111.9694574",33.6760344,-111.9694574,2340,"[0, 210, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
161973-268,"161973|5740 W Baseline , Laveen, AZ|ULSD Clear","33.378309, -112.183636",33.378309,-112.183636,5040,"[17, 0, 0, 0, 0]",,2025-07-16 18:00:00,2025-07-17 18:00:00
172328-269,"172328|3625 W. Cactus Rd, Phoenix, AZ|ULSD Dyed","33.595808, -112.136593",33.595808,-112.136593,1560,"[0, 23, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
61350-270,"61350|5333 West Lower Buckeye Road, Phoenix, AZ|ULSD Clear","33.4213134, -112.1760875",33.4213134,-112.1760875,960,"[76, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 10:00:00
121746-271,"121746|301 North 45th Avenue, Phoenix, AZ|ULSD Clear","33.45199, -112.1548",33.45199,-112.1548,5400,"[647, 0, 0, 0, 0]",,2025-07-16 17:00:00,2025-07-16 20:00:00
124543-272,"124543|4450 North 45th Avenue Penske # 633903, Phoenix, AZ|ULSD Dyed","33.500165, -112.159167",33.500165,-112.159167,6000,"[0, 325, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
124561-273,"124561|4342 North 38th Drive, Phoenix, AZ|ULSD Clear","33.4993526, -112.1407683",33.4993526,-112.1407683,2280,"[350, 0, 0, 0, 0]",,2025-07-16 18:00:00,2025-07-17 18:00:00
125454-274,"125454|7600 West Roosevelt Street, Phoenix, AZ|ULSD Clear","33.4598, -112.2228999",33.4598,-112.2228999,8340,"[410, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
125948-275,"125948|7612 North 74th Avenue , Glendale, AZ|ULSD Clear","33.5480303, -112.219023",33.5480303,-112.219023,2760,"[434, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
126025-276,"126025|8525 N 75th Avenue , Peoria, AZ|ULSD Clear","33.560605, -112.218089",33.560605,-112.218089,7860,"[585, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
128695-277,"128695|8534 North 132nd Drive, El Mirage, AZ|ULSD Clear","33.559557, -112.345455",33.559557,-112.345455,3480,"[985, 0, 0, 0, 0]",,2025-07-16 18:30:00,2025-07-17 18:30:00
129200-278,"129200|580 S 143rd Ave, Goodyear, AZ|DEF","33.441249, -112.372212",33.441249,-112.372212,300,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
129523-279,"129523|2832 South 46th Street, Phoenix, AZ|ULSD Dyed","33.420034, -111.982926",33.420034,-111.982926,4620,"[0, 36, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-17 07:00:00
129856-280,"129856|8560 E Elliot Rd, Mesa, AZ|ULSD Clear","33.352171, -111.648852",33.352171,-111.648852,600,"[55, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
130101-281,"130101|2700 W Camelback Rd, Phoenix, AZ|ULSD Dyed","33.5094978, -112.1169796",33.5094978,-112.1169796,3600,"[0, 201, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
147556-282,"147556|44167 N Ironwood Rd, Queen Creek, AZ|ULSD Dyed","33.2936913, -111.563238",33.2936913,-111.563238,5280,"[0, 1596, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-16 16:00:00
148149-283,"148149|1200 N 40th St , Phoenix, AZ|ULSD Dyed","33.4622802, -111.9987792",33.4622802,-111.9987792,420,"[0, 421, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
152758-284,"152758|15301 W Northern Ave, Glendale, AZ|DEF","33.5514596, -112.383371",33.5514596,-112.383371,420,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
154635-285,"154635|17453 West Bethany Home Road, Glendale, AZ|DEF","33.522662, -112.442456",33.522662,-112.442456,5040,"[0, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
158452-286,"158452|NEC 64th St and Mayo Blvd, Phoenix, AZ|ULSD Dyed","33.582229, -111.944216",33.582229,-111.944216,2880,"[0, 190, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
158452-287,"158452|NEC 64th St and Mayo Blvd, Phoenix, AZ|ULSD Clear","33.582229, -111.944216",33.582229,-111.944216,2040,"[27, 0, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
161973-288,"161973|5740 W Baseline , Laveen, AZ|ULSD Dyed","33.378309, -112.183636",33.378309,-112.183636,4980,"[0, 373, 0, 0, 0]",,2025-07-16 18:00:00,2025-07-17 18:00:00
162254-289,"162254|321 W Watkins, Phoenix, AZ|ULSD Dyed","33.4257916, -112.0780673",33.4257916,-112.0780673,2520,"[0, 168, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
163128-290,"163128|7223 NAlsup Ave, Litchfield Park, AZ|ULSD Clear","33.542224, -112.400233",33.542224,-112.400233,1140,"[196, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
163133-291,"163133|1975 South 99h Avenue, Tolleson, AZ|ULSD Dyed","33.39013, -112.270956",33.39013,-112.270956,240,"[0, 48, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172123-292,"172123|3115 N. Higley Rd, Mesa, AZ|ULSD Dyed","33.4718768, -111.7183282",33.4718768,-111.7183282,780,"[0, 380, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
172354-293,"172354|7498 E Legacy Blvd, Scottsdale, AZ|ULSD Dyed","33.653359, -111.8784484",33.653359,-111.8784484,5100,"[0, 212, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
